"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency","Protein.Conc.B_KNNimputed","Protein.Conc.C_KNNimputed","log_corrected_potency"
467,"A","2013W38",36.4,36.2,205,15,114,39.9328835,45.3346867,645.275574,-41.203434,891,11.474216667,65,106,1.2663,"2013W44",7.08,95.1,2013,38,"2013-09-19",2013,44,"2013-10-30",41,95.1,0.789,3.036,4.55492896955134
469,"A","2013W39",36.4,36.2,205,15,110,39.5030936,43.0861083,644.67627,-40.599589,908,10.439156667,64.8,105,1.3104,"2013W44",7.02,91.39,2013,39,"2013-09-26",2013,44,"2013-11-03",38,91.39,0.789,3.036,4.51513606328411
470,"A","2013W40",36.4,36.2,205,15,111,38.692637,47.3786411,650.334473,-41.090756,914,8.9566566667,61.033333333,99,1.3167,"2013W44",5.33,71.8,2013,40,"2013-10-01",2013,44,"2013-10-30",29,71.8,0.74,2.563,4.27388447605418
1,"B","2014W37",36.5,36.2,205,15,110,39.6560098,35.2519651,624.258972,-40.334855,910,8.3702066667,62.966666667,92,1.3,"2014W42",62.21,186.95,2014,37,"2014-09-10",2014,42,"2014-10-20",40,110.621301775148,0.8479,2.9289,4.70611267248814
533,"A","2014W46",36.5,36.2,205,15,108,39.9743663,31.0297904,627.274292,-40.515465,938,7.6467066667,61.133333333,84,1.3628,"2015W05",12.85,139.87,2014,46,"2014-11-14",2015,5,"2015-01-30",77,139.87,0.9503,3.1975,4.94071341979121
535,"A","2014W50",36.5,36.2,205,15,109,40.8563074,28.1342117,618.082214,-40.411128,929,8.6602966667,57.166666667,85,1.3788,"2015W10",10.48,140.89,2014,50,"2014-12-12",2015,10,"2015-03-06",84,140.89,0.9503,2.9289,4.94797944406519
538,"A","2014W52",36.5,36.2,205,15,107,41.4397122,30.6477318,618.010498,-41.215559,898,9.2521266667,59.566666667,85,1.4,"2015W10",9.83,130.53,2014,52,"2014-12-24",2015,10,"2015-03-10",76,130.53,0.9503,3.1955,4.8716030854007
537,"A","2014W51",36.5,36.2,205,15,106,39.3870674,24.7465621,606.206421,-39.097949,953,8.0941933333,60.2,83,1.401,"2015W13",12.02,159.43,2014,51,"2014-12-19",2015,13,"2015-03-27",98,159.43,0.9503,2.9289,5.07160495441927
544,"A","2015W05",36.5,36.2,205,15,109,39.5305867,19.4498512,593.700195,-37.928357,970,8.2476866667,52.566666667,85,1.3662,"2015W13",11.05,144.44,2015,5,"2015-01-29",2015,13,"2015-03-31",61,144.44,0.898,2.9289,4.97286419640926
539,"A","2015W01",36.5,36.2,205,15,106,40.8009707,31.5784023,618.296814,-40.778149,916,8.9183033333,65.5,92,1.4,"2015W14",11.81,157.69,2015,1,"2015-01-01",2015,14,"2015-04-03",92,157.69,0.9476,3.1955,5.0606310804175
540,"A","2015W02",36.5,36.2,205,15,114,37.7913208,11.6434116,565.423218,-36.388027,1004,8.8165,46.366666667,93,1.3277,"2015W14",9.61,129.77,2015,2,"2015-01-10",2015,14,"2015-04-07",87,129.77,0.898,2.775,4.86576365274914
542,"A","2015W03",36.5,36.2,205,15,112,42.2871978,22.7624224,604.749207,-39.7804,926,9.1325233333,52.633333333,91,1.3842,"2015W14",11.63,155.57,2015,3,"2015-01-17",2015,14,"2015-04-03",76,155.57,0.9503,2.9289,5.04709579109903
550,"A","2015W07",36.5,36.2,205,15,108,39.6153253,23.5261288,608.407227,-39.067223,958,7.8564966667,52.566666667,85,1.3611,"2015W18",9.91,129.97,2015,7,"2015-02-14",2015,18,"2015-05-01",76,129.97,0.898,2.9289,4.8673036545935
546,"A","2015W05",36.5,36.2,205,15,113,41.0107026,18.8790875,596.04541,-38.283931,947,7.93449,50.866666667,91,1.3844,"2015W19",10.79,140.89,2015,5,"2015-02-02",2015,19,"2015-05-08",95,140.89,0.898,2.9289,4.94797944406519
547,"A","2015W06",36.5,36.2,205,15,110,37.6372402,14.4630775,587.828613,-37.249002,1031,7.9927166667,48.466666667,89,1.3817,"2015W19",11.48,112.83,2015,6,"2015-02-05",2015,19,"2015-05-12",96,112.83,1.0146666667,2.9289,4.72588226115036
552,"A","2015W08",36.5,36.2,205,15,110,40.4127359,26.2655173,628.154114,-39.286753,955,8.8567233333,54.633333333,93,1.4447,"2015W27",13.64,178.86,2015,8,"2015-02-21",2015,27,"2015-07-03",132,178.86,0.9503,2.9289,5.18660337691804
551,"A","2015W08",36.5,36.2,205,15,107,42.424534,35.098212,640.987976,-42.201624,907,9.8911466667,57.666666667,92,1.3855,"2015W31",10.5,136.79,2015,8,"2015-02-19",2015,31,"2015-07-31",162,136.79,1.041,3.5948,4.91844690310135
543,"A","2015W04",36.5,36.2,205,15,108,40.9318769,20.1283644,595.936279,-38.457706,948,7.9761266667,52.633333333,86,1.369,"2015W34",16.97,120.51,2015,4,"2015-01-22",2015,34,"2015-08-25",215,120.51,0.898,2.9289,4.7917327370393
545,"A","2015W05",36.5,36.2,205,15,112,41.6291835,18.5451707,593.222107,-38.435513,946,8.2662466667,49.5,85,1.3602,"2015W36",12.72,169.67,2015,5,"2015-01-31",2015,36,"2015-09-04",216,169.67,0.898,2.9289,5.13385537405485
549,"A","2015W07",36.5,36.2,205,15,109,39.7220329,22.7509333,618.043396,-40.287288,980,8.5370366667,50.4,90,1.3956,"2015W38",17.34,128.4,2015,7,"2015-02-12",2015,38,"2015-09-18",218,128.4,0.898,2.9289,4.85515039125586
553,"A","2015W09",36.5,36.2,205,15,109,38.215501,26.4701806,626.307983,-39.455433,986,7.6565833333,50.933333333,94,1.3823,"2015W38",17.19,133.86,2015,9,"2015-02-26",2015,38,"2015-09-22",208,133.86,0.898,2.9289,4.8967944776725
554,"A","2015W09",36.5,36.2,205,15,108,39.8516159,24.7586525,621.828674,-40.026875,973,8.94441,46.133333333,88,1.3759,"2015W38",16.74,136.51,2015,9,"2015-02-28",2015,38,"2015-09-18",202,136.51,0.898,2.9289,4.91639787201489
555,"A","2015W10",36.5,36.2,205,15,111,41.1105712,25.7814515,619.04718,-40.000562,943,5.96407,51.5,91,1.4076,"2015W40",18.23,246.41,2015,10,"2015-03-05",2015,40,"2015-10-02",211,246.41,0.9503,2.9289,5.50699681525142
556,"A","2015W11",36.5,36.2,205,15,108,40.0432849,24.9041519,621.872498,-39.743371,961,6.49087,54.466666667,79,1.3612,"2015W40",16.44,151.08,2015,11,"2015-03-12",2015,40,"2015-10-06",208,151.08,0.9503,2.9289,5.01780949784426
77,"B","2015W50",36.5,36.3,205,15,102,33.1388965,36.9549272,629.721191,-39.273766,1118,6.5896133333,47.933333333,73,1.279277,"2016W09",50.8,123.67,2015,50,"2015-12-10",2016,9,"2016-03-02",83,73.1775147928994,0.898,2.9289,4.29288819881898
548,"A","2015W06",36.5,36.2,205,15,109,41.5164548,32.7241917,638.529297,-41.946302,921,5.53237,59,96,1.3693,"2016W14",17.53,125.65,2015,6,"2015-02-07",2016,14,"2016-04-02",420,125.65,0.9476,3.1955,4.8335002639896
79,"B","2015W52",36.5,36.3,205,15,110,37.7183128,50.7234487,623.087585,-44.202138,1004,10.330076667,63.9,102,1.235112,"2016W16",73.05,164.39,2015,52,"2015-12-24",2016,16,"2016-04-16",114,97.2721893491124,1.13,4.081,4.57751312458644
78,"B","2015W51",36.5,36.3,205,15,110,39.1271963,52.664451,636.557617,-44.830251,969,10.098073333,69.2,107,1.272906,"2016W17",58.59,156.34,2015,51,"2015-12-17",2016,17,"2016-04-27",132,92.508875739645,1.13,4.4279,4.5273045938572
80,"B","2016W01",36.5,36.3,205,15,102,38.1262104,51.1725618,627.287476,-45.294374,1092,10.94284,60.2,112,1.242006,"2016W17",56.67,186.31,2016,1,"2016-01-01",2016,17,"2016-04-23",113,110.242603550296,1.13,4.081,4.70268342409728
81,"B","2016W02",36.5,36.3,205,15,97,36.8831521,47.9246751,640.255615,-44.994766,1047,10.55543,59.066666667,100,1.206937,"2016W17",46.2,150.78,2016,2,"2016-01-08",2016,17,"2016-04-27",110,89.2189349112426,1.13,4.4279,4.49109329184857
82,"B","2016W03",36.5,36.3,205,15,108,36.7541884,48.2161408,607.95813,-44.170328,1003,9.5635566667,67.5,100,1.249729,"2016W18",74.67,205.35,2016,3,"2016-01-15",2016,18,"2016-04-30",106,121.508875739645,1.13,4.4279,4.79998731146759
83,"B","2016W04",36.5,36.3,205,15,96,36.6668429,44.1348852,616.780884,-44.363801,1067,9.02854,62,96,1.275867,"2016W18",61.44,139.4,2016,4,"2016-01-22",2016,18,"2016-05-04",103,82.4852071005917,0.9503,3.1975,4.41261896939144
84,"B","2016W04",36.5,36.3,205,15,105,40.4647652,53.0122559,628.081482,-45.473554,917,11.834906667,73.766666667,117,1.256452,"2016W18",78.94,174.87,2016,4,"2016-01-24",2016,18,"2016-04-30",97,103.473372781065,1.1069,4.081,4.63931431179059
85,"B","2016W05",36.5,36.3,205,15,103,39.5801162,53.0863601,603.80481,-44.833765,942,10.77573,65,115,1.279289,"2016W19",70.26,155.67,2016,5,"2016-01-29",2016,19,"2016-05-07",99,92.1124260355029,1.13,4.081,4.52300985311278
93,"B","2016W09",36.5,36.1,205,15,107,37.3314931,50.2840275,615.477295,-44.33501,981,9.9374466667,65.233333333,108,1.283177,"2016W20",59.2,263.23,2016,9,"2016-02-26",2016,20,"2016-05-14",78,155.757396449704,1.13,3.7357,5.04829964578367
92,"B","2016W08",36.5,36.2,205,15,103,39.1081518,48.7986955,601.604126,-43.948606,946,10.17745,68.366666667,99,1.244948,"2016W23",72.46,234.24,2016,8,"2016-02-21",2016,23,"2016-06-04",104,138.603550295858,1.13,4.081,4.93161770183796
97,"B","2016W11",36.5,36.1,205,15,106,35.9953642,44.3429348,655.883118,-40.705305,978,10.375006667,65.3,105,1.279306,"2016W23",79.88,251,2016,11,"2016-03-11",2016,23,"2016-06-08",89,148.520710059172,1.13,3.7357,5.0007244101968
99,"B","2016W12",36.5,36.1,205,15,110,34.7178281,42.6447574,642.237305,-39.753683,1019,9.5510833333,69.6,105,1.302177,"2016W24",59.55,133.33,2016,12,"2016-03-18",2016,24,"2016-06-11",85,78.8934911242604,1.041,3.5948,4.36809872919239
95,"B","2016W10",36.5,36.1,205,15,81,35.5461041,46.3973913,590.576599,-44.54284,896,10.538576667,66.8,100,1.2664,"2016W26",59.8,179.17,2016,10,"2016-03-04",2016,26,"2016-06-25",113,106.01775147929,1.1069,4.081,4.66360654687683
100,"B","2016W13",36.5,36.1,205,15,111,35.219473,42.9488834,644.069214,-40.029291,1007,10.461786667,70.566666667,108,1.270867,"2016W26",57.27,154.18,2016,13,"2016-03-25",2016,26,"2016-06-29",96,91.2307692307692,1.13,4.081,4.51339222209613
101,"B","2016W13",36.5,36.1,205,15,106,34.8433158,44.2576757,646.145386,-39.842923,1006,10.03719,67.666666667,103,1.262071,"2016W26",52.89,155.06,2016,13,"2016-03-27",2016,26,"2016-06-25",90,91.7514792899408,1.13,3.7357,4.51908360985583
102,"B","2016W14",36.5,36.1,205,15,107,37.7842947,48.3303949,649.624085,-41.206222,933,10.53218,66.666666667,111,1.261557,"2016W26",53.02,171.24,2016,14,"2016-04-01",2016,26,"2016-06-29",89,101.325443786982,1.1069,4.081,4.61833755234176
103,"B","2016W14",36.5,36,205,15,109,34.9552797,37.9719818,636.526428,-39.198406,1018,7.61365,64.366666667,86,1.230589,"2016W26",39.91,131.11,2016,14,"2016-04-03",2016,26,"2016-06-25",83,77.5798816568047,1.041,3.1975,4.35130813657633
104,"B","2016W15",36.5,36,205,15,106,34.7415214,44.0653855,648.824585,-40.055291,1027,10.242466667,61.533333333,102,1.291433,"2016W26",60.66,196.14,2016,15,"2016-04-08",2016,26,"2016-06-29",82,116.059171597633,1.13,3.7357,4.75410016102919
105,"B","2016W15",36.5,36,205,15,113,34.6917076,40.6730797,634.96283,-39.076,1004,9.3988766667,64.3,95,1.286451,"2016W27",59.84,146.14,2016,15,"2016-04-10",2016,27,"2016-07-02",83,86.4733727810651,1.041,3.5948,4.45983653742809
106,"B","2016W16",36.5,36,205,15,112,33.1200343,34.5703872,626.573731,-37.982669,1038,8.5487766667,63.766666667,85,1.239686,"2016W28",61.96,220.77,2016,16,"2016-04-15",2016,28,"2016-07-09",85,130.633136094675,0.898,2.9289,4.87239290667164
107,"B","2016W17",36.5,36,205,15,110,34.8387681,42.4737012,643.657776,-40.192802,1009,11.140863333,65.433333333,101,1.250702,"2016W28",41.93,152.55,2016,17,"2016-04-22",2016,28,"2016-07-13",82,90.2662721893491,1.1315,4.4279,4.5027638822277
108,"B","2016W18",36.5,36,205,15,108,34.3461702,40.8655485,645.581726,-40.339237,1024,9.41168,64.1,91,1.268908,"2016W29",45.5,151.61,2016,18,"2016-04-29",2016,29,"2016-07-20",82,89.7100591715976,1.041,3.5948,4.49658290515851
109,"B","2016W19",36.5,36,205,15,109,35.3603014,40.3248849,637.704712,-39.237993,988,9.2642,66.666666667,94,1.248998,"2016W29",57.16,147.89,2016,19,"2016-05-06",2016,29,"2016-07-16",71,87.508875739645,1.041,3.5948,4.4717402252437
110,"B","2016W20",36.5,36,205,15,109,35.4084526,40.2848058,635.918823,-39.261647,978,9.8935733333,67.633333333,95,1.282538,"2016W30",62.06,180.94,2016,20,"2016-05-13",2016,30,"2016-07-23",71,107.065088757396,1.041,3.5948,4.67343695566261
111,"B","2016W21",36.5,36,205,15,105,33.7506176,35.9332662,628.246521,-37.370601,1064,8.8409766667,60.933333333,93,1.269713,"2016W30",65.47,172.46,2016,21,"2016-05-20",2016,30,"2016-07-27",68,102.047337278107,0.898,3.1975,4.6254367965892
113,"B","2016W23",36.5,35.9,205,15,109,36.0828348,43.4423745,649.203186,-40.566542,974,10.696383333,64.366666667,104,1.293912,"2016W32",52.23,150.11,2016,23,"2016-06-03",2016,32,"2016-08-06",64,88.8224852071006,1.13,4.081,4.4866398297371
114,"B","2016W26",36.5,35.9,205,15,109,33.8505265,36.0322618,632.649414,-37.999862,1044,9.3373466667,57.933333333,84,1.272961,"2016W32",59.63,163.88,2016,26,"2016-06-24",2016,32,"2016-08-10",47,96.9704142011834,0.898,3.1975,4.57440592374369
558,"A","2016W23",36.5,35.9,205,15,110,35.4398389,42.1217663,648.007874,-39.770018,997,10.219893333,61.1,96,1.2273,"2016W33",15.1,175.43,2016,23,"2016-06-05",2016,33,"2016-08-13",69,175.43,1.041,3.5948,5.16724010294109
115,"B","2016W26",36.5,35.9,205,15,110,34.4905152,36.8590349,632.569824,-38.609267,1015,10.061346667,63,89,1.273873,"2016W33",55.43,142.04,2016,26,"2016-06-26",2016,33,"2016-08-17",52,84.0473372781065,1.041,3.7357,4.4313801791399
116,"B","2016W27",36.5,35.9,205,15,108,35.0295839,41.6981406,646.360107,-39.819523,1005,9.93848,63.366666667,106,1.276515,"2016W34",52.73,143.74,2016,27,"2016-07-01",2016,34,"2016-08-20",50,85.0532544378698,1.041,3.5948,4.44327758310531
112,"B","2016W22",36.5,35.9,205,15,109,34.589948,37.9526509,637.160217,-38.937771,1012,8.8354766667,59.766666667,91,1.319455,"2016W36",76.36,207.87,2016,22,"2016-05-27",2016,36,"2016-09-03",99,123,0.9503,2.9289,4.81218435537242
117,"B","2016W27",36.5,35.9,205,15,108,35.3380203,37.9165865,631.787109,-38.599252,987,10.06105,64.133333333,97,1.295992,"2016W36",54.31,138.22,2016,27,"2016-07-03",2016,36,"2016-09-07",66,81.7869822485207,1.041,3.7357,4.40411808972827
118,"B","2016W28",36.5,35.9,205,15,109,35.0579787,38.6026534,636.960815,-39.067801,1001,10.68502,60.6,98,1.276189,"2016W36",56.38,140.46,2016,28,"2016-07-08",2016,36,"2016-09-03",57,83.112426035503,1.1315,3.6633333333,4.42019422179589
119,"B","2016W28",36.5,35.9,205,15,111,34.0160578,36.7036414,625.391724,-37.609041,1010,9.4517566667,60.666666667,88,1.285708,"2016W36",46.04,120.46,2016,28,"2016-07-10",2016,36,"2016-09-07",59,71.2781065088757,0.969,3.1975,4.26658921868059
120,"B","2016W29",36.5,35.9,205,15,112,34.7131129,19.7932729,566.922302,-35.312396,1029,9.6715933333,40.9,82,1.268615,"2016W36",46.71,123.47,2016,29,"2016-07-15",2016,36,"2016-09-03",50,73.0591715976331,0.6116666667,2.5866666667,4.29126968264467
559,"A","2016W24",36.5,35.9,205,15,109,34.2103346,36.9764503,634.93927,-38.768605,1035,9.5748333333,60.166666667,88,1.318,"2016W38",13.88,151.92,2016,24,"2016-06-10",2016,38,"2016-09-17",99,151.92,1.041,3.5948,5.02335406650403
560,"A","2016W24",36.5,35.9,205,15,108,34.088446,36.8662204,633.424927,-38.843201,1021,9.7233,61.366666667,96,1.3169,"2016W38",11.11,116.86,2016,24,"2016-06-12",2016,38,"2016-09-21",101,116.86,1.041,3.5948,4.76097663712629
124,"B","2016W30",36.5,36.1,205,15,112,36.095003,15.9784143,556.235107,-35.419397,1005,7.1776166667,42.066666667,73,1.335724,"2016W38",44.53,114.94,2016,30,"2016-07-26",2016,38,"2016-09-17",53,68.0118343195266,0.7178333333,2.6766666667,4.21968172414461
561,"A","2016W25",36.5,35.9,205,15,104,32.0652624,31.2946113,611.069885,-38.002081,1103,10.18158,57.533333333,95,1.312,"2016W39",7.66,85.09,2016,25,"2016-06-17",2016,39,"2016-09-24",99,85.09,0.8968333333,3.585,4.44370951986147
126,"B","2016W31",36.5,36.1,205,15,118,35.6579368,13.5093986,552.151428,-34.78231,1030,8.6757066667,40.566666667,83,1.32886,"2016W40",46.54,149.77,2016,31,"2016-07-31",2016,40,"2016-10-01",62,88.6213017751479,0.6501666667,2.485,4.48437225506932
132,"B","2016W34",36.5,36.1,205,15,117,33.4298472,18.7584735,575.093384,-35.385159,1077,8.2089166667,44.766666667,85,1.324152,"2016W40",40.1,124.55,2016,34,"2016-08-19",2016,40,"2016-10-05",47,73.698224852071,0.6501666667,2.54,4.29997871277321
121,"B","2016W29",36.5,35.9,205,15,114,34.5784373,16.3456342,558.63208,-33.607086,1036,7.21769,51.966666667,74,1.294126,"2016W41",57.16,174,2016,29,"2016-07-17",2016,41,"2016-10-08",83,102.958579881657,0.7178333333,3.0783333333,4.63432677027955
133,"B","2016W34",36.5,36.1,205,15,114,32.6533971,9.8482781,528.653809,-33.237348,1064,9.54168,37.5,85,1.321375,"2016W41",36.44,111.07,2016,34,"2016-08-21",2016,41,"2016-10-12",52,65.7218934911243,0.6501666667,2.5866666667,4.18543210424405
134,"B","2016W34",36.5,36.3,205,15,114,33.3370975,8.2871017,527.450317,-32.940836,1056,8.6815366667,36.566666667,83,1.314641,"2016W41",45.03,128.61,2016,34,"2016-08-23",2016,41,"2016-10-08",46,76.1005917159763,0.6501666667,2.4583333333,4.33205604034301
125,"B","2016W31",36.5,36.1,205,15,113,36.5916695,16.8315003,563.174011,-36.060559,1016,8.8904733333,44.766666667,80,1.371599,"2016W42",49.54,148.85,2016,31,"2016-07-29",2016,42,"2016-10-15",78,88.0769230769231,0.7505,2.5866666667,4.4782105585268
135,"B","2016W35",36.5,36.3,205,15,111,34.8558386,10.6634838,536.115601,-34.433725,1039,9.6268033333,40.166666667,88,1.319719,"2016W42",41.91,119.72,2016,35,"2016-08-26",2016,42,"2016-10-19",54,70.8402366863905,0.6116666667,2.485,4.26042715404952
136,"B","2016W35",36.5,36.3,205,15,110,38.2874373,18.4399397,587.529785,-38.659838,996,9.31209,48.633333333,89,1.339738,"2016W43",49.14,137.64,2016,35,"2016-08-28",2016,43,"2016-10-22",55,81.4437869822485,0.9503,3.1975,4.3999130519943
123,"B","2016W30",36.5,36.1,205,15,117,36.8470794,17.36451,559.577026,-35.890703,996,9.55816,40.233333333,87,1.344272,"2016W45",45.72,168.08,2016,30,"2016-07-24",2016,45,"2016-11-05",104,99.4556213017752,0.9133333333,2.775,4.59971152760176
142,"B","2016W38",36.5,36.3,205,20,113,38.2177214,18.2122789,598.056213,-39.022256,1007,8.4347833333,39.266666667,88,1.256329,"2016W46",36.65,124.81,2016,38,"2016-09-18",2016,46,"2016-11-12",55,73.8520710059172,1.0301666667,3.6483333333,4.30206405199538
143,"B","2016W39",36.5,36.3,205,20,114,37.0803801,13.315463,578.253174,-36.997266,1031,8.64513,34.866666667,80,1.365216,"2016W47",30.75,105.06,2016,39,"2016-09-23",2016,47,"2016-11-19",57,62.1656804733728,0.7863333333,2.775,4.12980308659083
144,"B","2016W39",36.5,36.3,205,20,114,35.8155233,11.2280943,572.035217,-35.479731,1054,8.9253833333,35.566666667,81,1.358574,"2016W47",37,129.95,2016,39,"2016-09-25",2016,47,"2016-11-23",59,76.8934911242604,0.7505,2.6766666667,4.34242123215252
146,"B","2016W40",36.5,36.3,205,20,104,36.3044967,45.2469071,673.51593,-41.947107,1005,11.547523333,61.866666667,112,1.345047,"2016W47",66.2,220.62,2016,40,"2016-10-02",2016,47,"2016-11-19",48,130.544378698225,0.9545,3.48,4.87171323560625
122,"B","2016W30",36.5,36.1,205,15,114,35.6944134,13.9744589,551.950073,-34.864533,1027,9.24799,37.933333333,81,1.313012,"2016W48",34.74,107.41,2016,30,"2016-07-22",2016,48,"2016-11-26",127,63.5562130177515,0.7393333333,2.485,4.15192475867497
141,"B","2016W38",36.5,36.3,205,15,112,36.996615,18.4667467,592.427979,-39.32402,1029,7.20079,35.133333333,93,1.271232,"2016W48",43.34,124.68,2016,38,"2016-09-16",2016,48,"2016-11-30",75,73.7751479289941,1.0146666667,3.5583333333,4.30102192596415
149,"B","2016W50",36.5,36.3,205,20,108,36.5823649,43.5138332,651.594605,-39.654067,997,8.7676033333,62.133333333,81,1.174093,"2017W04",36.35,108.88,2016,50,"2016-12-09",2017,4,"2017-01-23",45,64.4260355029586,0.9613333333,3.48,4.16551782940823
150,"B","2016W50",36.5,36.3,205,20,105,35.931139,45.8930292,651.809387,-41.025357,983,9.8915666667,64.366666667,97,1.241423,"2017W04",46.22,140.15,2016,50,"2016-12-11",2017,4,"2017-01-27",47,82.9289940828402,0.9613333333,3.48,4.41798474867581
151,"B","2016W50",36.5,36.3,205,20,105,36.4184528,43.4817961,650.641724,-40.289347,983,7.8491833333,64.766666667,86,1.183134,"2017W05",39.91,108.2,2016,50,"2016-12-13",2017,5,"2017-01-30",48,64.0236686390533,1.0301666667,3.48,4.1592528374774
