"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency","Protein.Conc.B_KNNimputed","Protein.Conc.C_KNNimputed","log_corrected_potency"
240,"B","2018W06",36.5,36.3,205,20,102,35.3618825,36.7377356,613.165222,-40.229581,946,8.2616366667,59.4,91,1.279406,"2018W19",70.13,97.43,2018,6,"2018-02-05",2018,19,"2018-05-08",92,97.43,1.104,3.9283333333,4.57913417143725
245,"B","2018W09",36.5,36.3,210,20,102,37.6581881,42.9377316,614.760925,-41.901325,921,11.070263333,69.2,114,1.284354,"2018W21",78.46,137.61,2018,9,"2018-02-26",2018,21,"2018-05-22",85,137.61,1.109,4.3283333333,4.92442359727719
247,"B","2018W10",36.5,36.3,210,20,106,36.7117652,36.9154047,608.637512,-39.796349,960,8.67328,63,94,1.343634,"2018W21",51.92,90.17,2018,10,"2018-03-07",2018,21,"2018-05-26",80,90.17,1.0301666667,3.6483333333,4.50169677751182
248,"B","2018W11",36.5,36.3,210,20,104,34.2403192,37.5904512,606.115479,-39.896916,981,9.2508533333,58.566666667,102,1.370905,"2018W21",55.35,100.41,2018,11,"2018-03-12",2018,21,"2018-05-22",71,100.41,1.0301666667,3.6483333333,4.60926180389134
242,"B","2018W07",36.5,36.3,205,20,106,34.67227,35.6347122,612.099121,-39.806554,993,9.2248533333,60.566666667,94,1.287042,"2018W22",54.06,116.53,2018,7,"2018-02-12",2018,22,"2018-05-29",106,116.53,0.9613333333,3.4533333333,4.75814875058517
244,"B","2018W08",36.5,36.3,210,20,107,36.1417533,34.4496686,606.980713,-39.448876,967,9.5155566667,61.333333333,98,1.257369,"2018W23",61.79,104.05,2018,8,"2018-02-19",2018,23,"2018-06-05",106,104.05,1.0301666667,3.6483333333,4.64487155283964
246,"B","2018W10",36.5,36.3,210,20,106,37.718353,42.616425,611.206482,-41.658452,913,10.139403333,65.666666667,114,1.327417,"2018W24",83.01,120.32,2018,10,"2018-03-05",2018,24,"2018-06-12",99,120.32,1.109,4.3283333333,4.79015486020153
249,"B","2018W11",36.5,36.3,210,20,106,35.6487224,38.3756332,604.043823,-39.888451,952,9.1104533333,60.166666667,102,1.388026,"2018W24",61.56,77.66,2018,11,"2018-03-14",2018,24,"2018-06-16",94,77.66,1.0301666667,3.6483333333,4.35234032430352
251,"B","2018W13",36.5,36.3,210,20,109,37.5723833,41.4034787,607.716675,-40.257444,911,8.9704033333,60.333333333,110,1.306482,"2018W26",75.2,114.32,2018,13,"2018-03-26",2018,26,"2018-06-26",92,114.32,1.109,4.3283333333,4.73900153362161
252,"B","2018W14",36.5,36.3,210,20,102,36.3840424,42.5434119,605.924927,-40.911092,931,10.04142,60.666666667,113,1.321499,"2018W26",74.32,116.68,2018,14,"2018-04-02",2018,26,"2018-06-30",89,116.68,1.109,3.9283333333,4.75943514499952
253,"B","2018W15",36.5,36.3,210,20,106,36.9419117,40.2263888,601.613525,-39.82998,922,10.729163333,64.6,106,1.347021,"2018W27",76.71,111.96,2018,15,"2018-04-09",2018,27,"2018-07-03",85,111.96,1.109,4.3133333333,4.71814166464725
259,"B","2018W20",36.5,36.3,210,20,104,36.7089926,39.1296626,625.461487,-41.179568,964,9.1595533333,66.766666667,102,1.276708,"2018W36",69.54,110.88,2018,20,"2018-05-14",2018,36,"2018-09-04",113,110.88,1.109,3.9283333333,4.70844853544159
260,"B","2018W20",36.5,36.3,210,20,103,35.5050987,39.7352276,624.739929,-41.328204,978,6.4231,62.433333333,98,1.281673,"2018W36",68.59,110.15,2018,20,"2018-05-16",2018,36,"2018-09-08",115,110.15,1.0301666667,3.6483333333,4.70184307324835
254,"B","2018W16",36.5,36.3,210,20,105,35.2551876,40.9175662,607.031921,-39.522828,956,9.4514966667,64.9,106,1.321324,"2018W38",83.16,104.33,2018,16,"2018-04-16",2018,38,"2018-09-18",155,104.33,1.104,3.9283333333,4.64755895247988
258,"B","2018W19",36.5,36.3,210,20,106,34.6898115,33.5806297,612.783325,-39.3135,1001,9.4260266667,60.533333333,90,1.290343,"2018W38",71.13,95.36,2018,19,"2018-05-09",2018,38,"2018-09-22",136,95.36,0.9613333333,3.4533333333,4.55765920331704
264,"B","2018W25",36.5,36.3,210,20,106,36.6718783,41.4200261,621.586975,-41.839187,952,10.824123333,64.7,106,1.303816,"2018W39",119.02,150.41,2018,25,"2018-06-18",2018,39,"2018-09-25",99,150.41,1.0301666667,3.9283333333,5.01336489866712
266,"B","2018W34",36.5,36.3,210,20,103,38.2678394,47.1310053,632.541992,-42.426345,918,11.57256,66.166666667,112.7125781,1.2712,"2018W42",74.41,105.55,2018,34,"2018-08-20",2018,42,"2018-10-16",57,105.55,1.117,4.3283333333,4.65918477429433
268,"B","2018W36",36.5,36.3,210,20,106,36.6627529,46.9202878,644.252319,-41.990492,1026,10.8887,61.466666667,111.4301595,1.279381,"2018W43",59.94,84.49,2018,36,"2018-09-03",2018,43,"2018-10-23",50,84.49,0.8215,3.19,4.43663318416475
250,"B","2018W12",36.5,36.3,210,20,105,35.4365494,36.4820676,603.266907,-39.34944,973,8.61832,60.266666667,100,1.341352,"2018W44",73.55,104.65,2018,12,"2018-03-19",2018,44,"2018-10-30",225,104.65,1.0213333333,3.78,4.65062144889201
265,"B","2018W26",36.5,36.3,210,20,107,37.478296,41.9498999,619.530579,-41.468207,926,11.17042,68.166666667,118,1.338754,"2018W44",87.29,118.54,2018,26,"2018-06-25",2018,44,"2018-11-03",131,118.54,1.1131666667,4.3133333333,4.77525045635969
269,"B","2018W36",36.5,36.3,210,20,102,34.9372617,42.2389487,627.889282,-40.209193,1038,9.6997466667,58.266666667,88.33660456,1.304099,"2018W44",53.82,78.28,2018,36,"2018-09-05",2018,44,"2018-10-30",55,78.28,0.7696666667,3.01,4.36029214252788
271,"B","2018W37",36.5,36.3,210,20,104,38.2668493,49.0686682,645.810425,-42.723637,1003,11.850413333,61.5,99.89841035,1.316017,"2018W45",42.62,67.62,2018,37,"2018-09-12",2018,45,"2018-11-06",55,67.62,0.8701666667,3.8483333333,4.21390379727974
255,"B","2018W17",36.5,36.3,210,20,105,35.0749089,37.72738,620.318726,-39.406468,1006,8.4001733333,60.2,94,1.263421,"2018W50",64.21,97.2,2018,17,"2018-04-23",2018,50,"2018-12-11",232,97.2,0.9613333333,3.4533333333,4.57677071146639
257,"B","2018W19",36.5,36.3,210,20,105,36.7186825,38.3843342,619.599121,-40.89954,964,10.2288,62.266666667,94,1.252465,"2018W51",75.69,94.78,2018,19,"2018-05-07",2018,51,"2018-12-18",225,94.78,1.104,3.9283333333,4.55155841653944
273,"B","2018W50",36.5,36.6,210,20,106,42.3490635,53.3177362,701.274902,-44.899053,913,11.38802,70.133333333,125.2061412,1.344414,"2019W07",88.86,132.1,2018,50,"2018-12-10",2019,7,"2019-02-13",65,132.1,1.1221666667,4.275,4.88355921152828
256,"B","2018W18",36.5,36.3,210,20,110,36.1511253,40.6368096,627.072083,-41.364874,968,9.9646966667,63.8,97,1.242661,"2019W14",86.74,158.37,2018,18,"2018-04-30",2019,14,"2019-04-03",338,158.37,1.104,3.9283333333,5.06493406750363
283,"B","2019W11",36.5,35.7,210,17,108,34.5744325,28.6463149,597.760376,-36.341222,992,8.56603,62.233333333,82.53566387,1.271402,"2019W19",77.22,100.92,2019,11,"2019-03-12",2019,19,"2019-05-08",57,100.92,0.7028333333,3.2666666667,4.61432812377286
286,"B","2019W12",36.5,35.7,210,17,112,34.8479128,30.7230747,605.901428,-36.482461,998,9.3697966667,61.466666667,88.7373604,1.353601,"2019W19",64.15,94.31,2019,12,"2019-03-19",2019,19,"2019-05-12",54,94.31,0.707,2.9466666667,4.54658722855579
289,"B","2019W13",36.5,35.7,210,17,111,34.8942103,26.277761,591.298584,-34.951865,994,8.19332,58.633333333,77.86685842,1.344559,"2019W19",66.35,142.3,2019,13,"2019-03-26",2019,19,"2019-05-08",43,142.3,0.6278333333,2.6833333333,4.95793750509581
290,"B","2019W13",36.5,35.7,210,17,111,37.5105989,29.9331436,594.780884,-37.090343,945,9.0508166667,59.733333333,88.2564534,1.331899,"2019W20",71.9,114.23,2019,13,"2019-03-28",2019,20,"2019-05-15",48,114.23,0.7685,2.9166666667,4.73821395974586
293,"B","2019W14",36.5,35.7,210,17,115,34.4314202,26.248834,591.330505,-34.499439,1012,8.2719666667,57.4,86.64341117,1.299543,"2019W21",56.61,84.35,2019,14,"2019-04-04",2019,21,"2019-05-22",48,84.35,0.6318333333,2.68,4.43497480899198
296,"B","2019W15",36.5,35.7,210,17,110,33.2372554,43.8281326,648.70813,-38.194047,1086,10.983386667,54.7,115.2573777,1.246607,"2019W21",50.26,73.02,2019,15,"2019-04-11",2019,21,"2019-05-26",45,73.02,0.6198333333,2.875,4.29073337622749
281,"B","2019W10",36.5,35.7,210,17,112,39.4617046,39.4331912,675.202026,-41.480541,961,8.67198,64.533333333,86.28273092,1.316024,"2019W22",71.68,133.06,2019,10,"2019-03-07",2019,22,"2019-05-29",83,133.06,0.879,3.4133333333,4.89080015431374
282,"B","2019W10",36.5,35.7,210,17,111,36.4691637,37.040872,618.844605,-38.203373,960,9.07369,62.366666667,93.0655234,1.310263,"2019W22",55.22,99.09,2019,10,"2019-03-09",2019,22,"2019-06-02",85,99.09,0.8428333333,3.43,4.59602852807081
288,"B","2019W12",36.5,35.7,210,17,105,34.4939659,33.9864173,610.637512,-37.424117,989,9.68495,62.666666667,95.00918919,1.33823,"2019W23",79.75,110.72,2019,12,"2019-03-23",2019,23,"2019-06-05",74,110.72,0.7445,3.3433333333,4.70700449186936
299,"B","2019W16",36.5,35.7,210,17,108,33.0815952,42.1728775,646.855225,-38.148058,1111,10.440106667,54.233333333,111.8810098,1.364993,"2019W26",79.07,126.35,2019,16,"2019-04-18",2019,26,"2019-06-30",73,126.35,0.6085,2.9333333333,4.8390558338342
300,"B","2019W16",36.5,35.7,210,17,110,34.2124896,44.9475114,650.18457,-37.912612,1069,9.9720666667,56.866666667,120.0764666,1.30667,"2019W26",70.27,103.76,2019,16,"2019-04-20",2019,26,"2019-06-26",67,103.76,0.654,3.1666666667,4.64208054000819
301,"B","2019W17",36.5,35.7,210,17,92,34.3086636,43.274475,638.134277,-40.877578,1010,10.86077,58.766666667,117.1910246,1.328151,"2019W26",85.88,121.04,2019,17,"2019-04-23",2019,26,"2019-06-30",68,121.04,0.6333333333,3.0316666667,4.7961210694801
302,"B","2019W17",36.5,35.7,210,17,110,32.5136315,40.6324768,640.059815,-37.411326,1142,11.06548,50.466666667,120.2067122,1.338109,"2019W26",61.78,96.3,2019,17,"2019-04-25",2019,26,"2019-06-26",62,96.3,0.5018333333,2.47,4.56746831880408
297,"B","2019W15",36.5,35.7,210,17,107,34.0785716,44.7506256,645.008423,-38.402712,1050,10.70414,55.533333333,111.6605941,1.260777,"2019W27",96.85,136.13,2019,15,"2019-04-13",2019,27,"2019-07-03",81,136.13,0.7066666667,3.1066666667,4.91361031152438
292,"B","2019W14",36.5,35.7,210,17,112,35.961344,28.6093363,595.491821,-36.693515,978,6.3870766667,60.1,87.68537633,1.350532,"2019W28",81.05,112.82,2019,14,"2019-04-02",2019,28,"2019-07-10",99,112.82,0.679,2.81,4.72579362831183
295,"B","2019W15",36.5,35.7,210,17,113,37.0191487,30.7920854,599.762024,-37.755489,947,9.2252,62.5,95.62034183,1.312839,"2019W28",84.54,113.3,2019,15,"2019-04-09",2019,28,"2019-07-14",96,113.3,0.7998333333,3.105,4.73003916803396
310,"B","2019W22",36.5,35.7,210,17,113,35.9180786,46.8240645,656.81543,-38.991048,1064,10.205853333,51.966666667,121.0683372,1.244571,"2019W33",76.87,107.04,2019,22,"2019-05-30",2019,33,"2019-08-14",76,107.04,0.6935,3.0116666667,4.67320259637992
312,"B","2019W23",36.5,35.7,210,17,117,35.7517105,27.9500043,588.095581,-36.394732,1005,8.3889866667,45.533333333,88.74737929,1.31241,"2019W33",65.89,97.29,2019,23,"2019-06-06",2019,33,"2019-08-18",73,97.29,0.7863333333,2.6766666667,4.57769620898734
569,"A","2019W18",36.5,35.7,210,17,109,32.6324062,38.9478468,641.235474,-37.096359,1114,10.481643333,46.3,104.3635307,1.2642,"2019W35",14.92,133.15,2019,18,"2019-05-02",2019,35,"2019-08-28",118,133.15,0.5671666667,2.8883333333,4.89147631225994
279,"B","2019W09",36.5,35.7,210,17,109,37.7912392,34.5426655,666.075684,-40.666417,1001,8.2193566667,61.5,81.97460571,1.3728,"2019W37",73.84,92.77,2019,9,"2019-02-28",2019,37,"2019-09-11",195,92.77,0.796,3.3583333333,4.53012331166518
280,"B","2019W10",36.5,35.7,210,17,111,40.3574281,43.2313344,686.286804,-42.933496,952,8.87834,64.333333333,93.24586352,1.363166,"2019W37",87.51,101.87,2019,10,"2019-03-05",2019,37,"2019-09-15",194,101.87,0.8823333333,3.805,4.62369749060197
322,"B","2019W26",36.5,35.7,210,17,111,35.2311831,23.4556107,580.261292,-35.274218,1009,7.5665566667,56.533333333,81.1338939,1.261008,"2019W38",63.11,88.59,2019,26,"2019-06-29",2019,38,"2019-09-18",81,88.59,0.8251666667,3.2566666667,4.48401898442394
326,"B","2019W28",36.5,36.1,210,17,109,38.4895294,31.7835563,599.282776,-39.274372,932,10.29933,60.766666667,90.60690581,1.293527,"2019W38",60.16,85.14,2019,28,"2019-07-11",2019,38,"2019-09-22",73,85.14,1.0723333333,4.115,4.44429696040001
303,"B","2019W17",36.5,35.7,210,17,108,31.9573148,35.0971696,629.45813,-35.688518,1123,10.377433333,51.533333333,106.1001069,1.359511,"2019W39",60.98,103.53,2019,17,"2019-04-27",2019,39,"2019-09-25",151,103.53,0.5386666667,2.69,4.63986142577802
319,"B","2019W25",36.5,37.1,210,17,112,37.5213979,22.8851537,560.873596,-43.383051,973,11.705403333,43.866666667,105.7193888,1.218668,"2019W39",52.89,90.67,2019,25,"2019-06-22",2019,39,"2019-09-29",99,90.67,0.9771666667,2.0766666667,4.50722654165796
329,"B","2019W30",36.5,36.1,210,17,103,35.4889475,29.5472305,594.910706,-38.278933,980,8.51746,59.966666667,84.22866273,1.279187,"2019W39",46.98,81.02,2019,30,"2019-07-23",2019,39,"2019-09-25",64,81.02,0.9771666667,3.5583333333,4.39469603777454
321,"B","2019W26",36.5,35.7,210,17,105,35.673816,26.6122852,591.826721,-36.882631,987,7.32801,61.833333333,74.6612981,1.270494,"2019W40",62.57,91.33,2019,26,"2019-06-27",2019,40,"2019-10-02",97,91.33,0.7511666667,2.9566666667,4.51447932070359
323,"B","2019W27",36.5,35.7,210,17,113,35.4044028,31.7280605,608.143005,-36.774159,984,8.36964,62.166666667,89.85208415,1.29448,"2019W40",67.57,101.97,2019,27,"2019-07-02",2019,40,"2019-10-06",96,101.97,0.6046666667,2.39,4.62467865237613
324,"B","2019W27",36.5,35.7,210,17,109,37.0402077,22.7968625,579.262878,-35.311975,969,6.96485,58.466666667,62.51810454,1.312853,"2019W40",58.38,88.75,2019,27,"2019-07-04",2019,40,"2019-10-02",90,88.75,0.8326666667,3.0333333333,4.48582342835553
330,"B","2019W30",36.5,36.1,210,17,105,34.1559038,33.7249627,601.882813,-38.784869,989,9.71311,61.7,91.57873871,1.243843,"2019W40",50.62,101.44,2019,30,"2019-07-25",2019,40,"2019-10-06",73,101.44,0.969,3.9233333333,4.61946749068892
331,"B","2019W31",36.5,36.1,210,17,103,35.9182127,34.5045934,603.107483,-39.788391,955,9.5337566667,65.366666667,97.04176052,1.277207,"2019W40",61.52,130.66,2019,31,"2019-07-30",2019,40,"2019-10-02",64,130.66,1.0256666667,4.1633333333,4.8725985294126
309,"B","2019W22",36.5,35.7,210,17,111,34.2651797,46.4633187,655.939087,-38.838119,1059,11.706223333,53.7,116.5598341,1.258325,"2019W42",78.86,125.12,2019,22,"2019-05-28",2019,42,"2019-10-20",145,125.12,0.7003333333,3.2083333333,4.829273276797
314,"B","2019W24",36.5,37.1,190,17,112,36.7455122,30.8333861,575.86792,-47.487477,967,11.478906667,50.866666667,119.3751439,1.294195,"2019W42",71.32,113.16,2019,24,"2019-06-11",2019,42,"2019-10-16",127,113.16,1.1123333333,2.9866666667,4.72880274643337
327,"B","2019W28",36.5,36.1,210,17,105,38.2999845,32.9992083,599.605774,-38.880948,926,9.94523,61.266666667,88.81420435,1.301967,"2019W43",74.71,109.58,2019,28,"2019-07-13",2019,43,"2019-10-23",102,109.58,0.9411666667,3.4333333333,4.69665487611027
328,"B","2019W29",36.5,36.1,210,17,100,36.1420426,28.6180147,594.979981,-36.885408,982,9.65258,61.233333333,80.82252996,1.326313,"2019W44",55.63,113.99,2019,29,"2019-07-16",2019,44,"2019-10-30",106,113.99,0.9133333333,3.3133333333,4.73611072524869
311,"B","2019W23",36.5,35.7,210,17,114,31.3189605,37.7307677,632.119507,-36.308239,1142,10.64841,48.266666667,108.2341317,1.302337,"2019W46",49.28,81.55,2019,23,"2019-06-04",2019,46,"2019-11-13",162,81.55,0.5895,2.585,4.40121632906702
332,"B","2019W32",36.5,36.1,210,17,103,36.1242008,30.7987227,598.138916,-38.954191,964,8.4680233333,64.1,91.02205773,1.277896,"2019W46",58.43,96.38,2019,32,"2019-08-06",2019,46,"2019-11-17",103,96.38,0.9883333333,3.6983333333,4.56829871121219
325,"B","2019W28",36.5,35.7,210,17,108,34.693897,18.3682663,561.234985,-33.594707,1025,6.96815,55.6,67.75467985,1.313884,"2019W47",73.49,114.4,2019,28,"2019-07-09",2019,47,"2019-11-20",134,114.4,0.7178333333,2.86,4.7397010789457
333,"B","2019W34",36.5,36.1,210,17,101,33.5974209,30.8845699,596.549805,-38.86281,1003,10.671013333,56.1,89.6067671,1.251833,"2019W47",71.57,104.78,2019,34,"2019-08-20",2019,47,"2019-11-24",96,104.78,0.9151666667,3.585,4.65186291398007
334,"B","2019W35",36.5,36.1,210,17,101,36.6909065,30.6063112,599.951416,-38.598455,955,9.51887,61.833333333,89.40862642,1.255644,"2019W48",67.46,114.46,2019,35,"2019-08-27",2019,48,"2019-11-27",92,114.46,0.9835,3.645,4.74022541698096
335,"B","2019W38",36.5,36.1,210,17,100,34.3451406,38.1490127,606.461426,-40.038367,973,11.01961,64.266666667,122.5169918,1.34798,"2019W48",67.15,114.56,2019,38,"2019-09-17",2019,48,"2019-12-01",75,114.56,1.0598333333,4.4883333333,4.74109870321234
572,"A","2019W29",36.5,36.1,210,17,105,35.723316,30.7307814,598.203674,-38.799668,967,8.9615933333,59.533333333,86.47425719,1.2519,"2019W51",17.96,160.27,2019,29,"2019-07-18",2019,51,"2019-12-18",153,160.27,1.0213333333,3.78,5.07685989300548
337,"B","2019W39",36.5,36.1,210,17,105,33.9635684,25.1745922,583.85791,-36.126294,1012,8.1657,57.233333333,84.60607356,1.298737,"2020W01",68.93,97.11,2019,39,"2019-09-24",2020,1,"2020-01-02",100,97.11,0.7505,2.775,4.57584435660626
338,"B","2019W39",36.5,36.1,210,17,104,36.7590557,29.4953739,586.976013,-38.761397,939,7.9852666667,59.933333333,85.74774133,1.266849,"2020W01",68.82,90.01,2019,39,"2019-09-26",2020,1,"2020-01-06",102,90.01,1.0146666667,3.635,4.49992077526899
341,"B","2020W02",36.5,35.7,210,17,100,34.0841359,33.082819,604.28833,-37.141157,995,9.2717733333,63.433333333,89.62563765,1.363564,"2020W11",56.8,78.92,2020,2,"2020-01-08",2020,11,"2020-03-12",64,78.92,0.5973333333,1.7916666667,4.36843468115441
342,"B","2020W03",36.5,35.7,210,17,103,34.3692626,42.9852907,636.287109,-38.370798,1010,10.757883333,58.8,108.4301324,1.399762,"2020W12",72.2,119.02,2020,3,"2020-01-15",2020,12,"2020-03-19",64,119.02,0.8771666667,2.59,4.77929154621671
574,"A","2020W05",36.5,35.7,210,17,104,32.7465111,26.6152564,579.318787,-35.047463,1025,8.7076133333,52.8,88.01940438,1.2695,"2020W15",14.17,125.97,2020,5,"2020-01-29",2020,15,"2020-04-09",71,125.97,0.7393333333,3.5033333333,4.83604378336421
576,"A","2020W05",36.5,35.7,210,17,104,35.1265118,33.2572824,596.533875,-36.621109,959,10.831786667,62.6,97.63024906,1.2752,"2020W15",15.37,143.14,2020,5,"2020-02-02",2020,15,"2020-04-13",71,143.14,0.9831666667,4.355,4.96382317231045
577,"A","2020W06",36.5,35.7,210,17,105,33.8482359,34.032958,596.116821,-36.009165,983,10.506686667,56.966666667,98.32476281,1.2788,"2020W16",16.72,149.71,2020,6,"2020-02-05",2020,16,"2020-04-16",71,149.71,0.482,2.3866666667,5.00870008946175
346,"B","2020W07",36.5,35.7,210,17,101,32.37204,23.5463071,561.493591,-33.750156,1020,8.59954,57.166666667,88.48396988,1.358157,"2020W20",74.95,83.19,2020,7,"2020-02-14",2020,20,"2020-05-14",90,83.19,0.6973333333,3.2233333333,4.4211271482958
578,"A","2020W06",36.5,35.7,210,17,103,33.0370353,29.5715835,591.292175,-35.423075,996,10.328083333,61.166666667,93.01377531,1.2181,"2020W25",17.4,212.91,2020,6,"2020-02-07",2020,25,"2020-06-18",132,212.91,0.8563333333,3.89,5.360869541205
343,"B","2020W03",36.5,35.7,210,17,104,36.2729729,46.8748473,654.388184,-39.395657,1022,10.210276667,62,103.1275102,1.378792,"2020W27",113.47,140.71,2020,3,"2020-01-17",2020,27,"2020-07-02",167,140.71,0.574,1.86,4.94670103480016
344,"B","2020W04",36.5,35.7,210,17,103,33.5841856,38.1814038,627.413818,-37.472192,1035,11.28831,50.233333333,108.7131905,1.373996,"2020W27",85.8,122.23,2020,4,"2020-01-22",2020,27,"2020-07-06",166,122.23,0.767,3.8216666667,4.80590451578917
345,"B","2020W07",36.5,35.7,210,17,107,31.5500027,27.232379,572.069214,-34.459901,1035,9.16848,56.566666667,91.18245733,1.341981,"2020W27",78.65,115.2,2020,7,"2020-02-12",2020,27,"2020-07-02",141,115.2,0.6773333333,3.2933333333,4.74666974826179
347,"B","2020W17",36.5,35.7,210,17,103,34.048615,28.3172443,613.046875,-36.625595,1044,8.6348366667,48.566666667,85.66010031,1.262328,"2020W28",36.68,92.22,2020,17,"2020-04-22",2020,28,"2020-07-09",78,92.22,0.5445,2.3533333333,4.52417702677856
348,"B","2020W18",36.5,35.7,210,17,102,33.8121161,22.5799094,589.681274,-34.642244,1054,8.0444866667,48.1,76.20245719,1.2735,"2020W28",49.6,110.07,2020,18,"2020-04-29",2020,28,"2020-07-13",75,110.07,0.6255,2.4583333333,4.7011165270353
349,"B","2020W18",36.5,35.7,210,17,104,34.6839133,22.4236582,585.777283,-34.881483,1040,8.8622766667,49.966666667,73.6184575,1.27533,"2020W28",38.24,97.08,2020,18,"2020-05-01",2020,28,"2020-07-09",69,97.08,0.6116666667,2.485,4.5755353808584
